rank of the week,name,weekly sales,total sales,week after release
53,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,219
54,"Mega Man 11 (XOne)Capcom, Platform",Pro,N/A,1
55,"Pro Evolution Soccer 2019 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,6
56,"Project CARS 2 (XOne)Namco Bandai Games, Racing",Pro,N/A,55
57,"F1 2018 (PS4)Codemasters, Racing",Pro,N/A,7
58,"Destiny 2: Forsaken (PS4)Activision, Shooter",Pro,N/A,5
59,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,83
60,"NBA 2K19 (NS)Take-Two Interactive, Sports",Pro,N/A,4
61,"Project Octopath Traveler (NS)Nintendo, Role-Playing",Pro,N/A,13
62,"Forza Motorsport 7 (XOne)Microsoft Studios, Racing",Pro,N/A,54
63,"NHL 19 (PS4)Electronic Arts, Sports",Pro,N/A,4
64,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,57
65,"The Legend of Heroes: Trails of Cold Steel IV (PS4)Falcom, Role-Playing",Pro,N/A,2
66,"Monster Hunter Double Cross (NS)Capcom, Action",Pro,N/A,59
67,"Far Cry 5 (PS4)Ubisoft, Action",Pro,N/A,28
68,"The Elder Scrolls Online (PS4)Bethesda Softworks, MMO",Pro,N/A,174
69,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,89
70,"Overwatch (PS4)Activision, Shooter",Pro,N/A,124
71,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting",Pro,N/A,37
72,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,203
73,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,309
74,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,48
75,"Nintendo Labo: Toy-Con 03 Vehicle Kit (NS)Nintendo, Racing",Pro,N/A,4
1,"FIFA 19 (PS4)Electronic Arts, Sports","3,363,237","3,363,237",1
2,"FIFA 19 (XOne)Electronic Arts, Sports","797,024","797,024",1
3,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","413,294","4,650,930",4
4,"NBA 2K19 (PS4)Take-Two Interactive, Sports","147,420","1,171,463",3
5,"FIFA 19 (NS)Electronic Arts, Sports","134,102","134,102",1
6,"Shadow of the Tomb Raider (PS4)Square Enix, Action-Adventure","123,000","839,749",3
7,"NBA 2K19 (XOne)Take-Two Interactive, Sports","109,743","714,687",3
8,"Dragon Ball FighterZ (NS)Bandai Namco Entertainment, Fighting","103,091","103,091",1
9,"Warriors  Orochi 4 (PS4)Tecmo Koei, Action","102,628","102,628",1
10,"The Legend of Heroes: Trails of Cold Steel IV (PS4)Falcom, Role-Playing","95,709","95,709",1
11,"Madden NFL 19 (PS4)Electronic Arts, Sports","81,398","1,243,100",8
12,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","67,900","9,534,666",75
13,"Valkyria Chronicles 4 (NS)Sega, Strategy","60,633","60,633",1
14,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure","60,472","356,053",3
15,"Madden NFL 19 (XOne)Electronic Arts, Sports","60,447","845,223",8
16,"Valkyria Chronicles 4 (PS4)Sega, Role-Playing","48,260","126,011",1
17,"Super Mario Odyssey (NS)Nintendo, Platform","47,411","10,201,448",49
18,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","45,862","8,182,233",83
19,"Splatoon 2 (NS)Nintendo, Shooter","41,501","6,165,551",63
20,"Minecraft (NS)Mojang, Sandbox","40,286","688,242",15
21,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","34,035","18,635,619",202
22,"Mario Tennis Aces (NS)Nintendo, Sports","33,267","1,360,945",15
23,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","28,565","1,164,985",22
24,"Dragon Quest XI (PS4)Square Enix, Role-Playing","28,381","1,690,255",62
25,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","27,007","4,974,734",24
26,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","26,061","5,302,439",83
27,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","25,766","6,694,058",46
28,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform","24,943","484,762",14
29,"Warriors  Orochi 4 (NS)Tecmo Koei, Action","24,645","24,645",1
30,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle","23,274","502,079",12
31,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter",Pro,N/A,42
32,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,202
33,"Kirby (NS)Nintendo, Platform",Pro,N/A,29
34,"Utawarerumono Zan (PS4)Aquaplus, Action",Pro,N/A,1
35,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,105
36,"Pro Evolution Soccer 2019 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,5
37,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,82
38,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure",Pro,N/A,19
39,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,357
40,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,66
41,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,218
42,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,148
43,"Call of Duty: WWII (PS4)Activision, Shooter",Pro,N/A,48
44,"The Elder Scrolls Online (PS4)Bethesda Softworks, MMO",Pro,N/A,173
45,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,14
46,"Destiny 2: Forsaken (PS4)Activision, Shooter",Pro,N/A,4
47,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,103
48,"Creed: Rise to Glory (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,1
49,"Namco Museum Arcade Pac (NS)Bandai Namco Entertainment, Misc",Pro,N/A,1
50,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,56
51,"Project Octopath Traveler (NS)Nintendo, Role-Playing",Pro,N/A,12
52,"F1 2018 (PS4)Codemasters, Racing",Pro,N/A,6
53,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,56
54,"The World Ends with You: Final Remix (NS)Nintendo, Role-Playing",Pro,N/A,1
55,"Monster Hunter Double Cross (NS)Capcom, Action",Pro,N/A,58
56,"NHL 19 (PS4)Electronic Arts, Sports",Pro,N/A,3
57,"Firewall: Zero Hour (PS4)Sony Interactive Entertainment, Shooter",Pro,N/A,5
58,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,88
59,"Far Cry 5 (PS4)Ubisoft, Action",Pro,N/A,27
60,"Nintendo Labo: Toy-Con 03 Vehicle Kit (NS)Nintendo, Racing",Pro,N/A,3
61,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,202
62,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,28
63,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting",Pro,N/A,36
64,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,308
65,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,148
66,"NHL 19 (XOne)Electronic Arts, Sports",Pro,N/A,3
67,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,48
68,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,28
69,"Naruto to Boruto: Shinobi Striker (PS4)Namco Bandai Games, Action",Pro,N/A,5
70,"Rise of the Tomb Raider (PS4)Square Enix, Adventure",Pro,N/A,103
71,"Xenoblade Chronicles 2: Torna  Golden Country (NS)Nintendo, Role-Playing",Pro,N/A,2
72,"Valkyria Chronicles 4 (XOne)Sega, Role-Playing",Pro,N/A,1
73,"NBA 2K19 (NS)Take-Two Interactive, Sports",Pro,N/A,3
74,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,209
75,"Assassin's Creed Origins (PS4)Ubisoft, Action",Pro,N/A,49
1,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","684,686","4,237,636",3
2,"NBA 2K19 (PS4)Take-Two Interactive, Sports","248,558","1,024,043",2
3,"Shadow of the Tomb Raider (PS4)Square Enix, Action-Adventure","230,769","716,749",2
4,"NBA 2K19 (XOne)Take-Two Interactive, Sports","189,947","604,944",2
5,"Madden NFL 19 (PS4)Electronic Arts, Sports","115,401","1,161,702",7
6,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure","99,110","295,581",2
7,"Madden NFL 19 (XOne)Electronic Arts, Sports","89,565","784,776",7
8,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","70,018","9,466,766",74
9,"Super Mario Odyssey (NS)Nintendo, Platform","47,898","10,154,037",48
10,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","47,463","8,136,371",82
11,"Splatoon 2 (NS)Nintendo, Shooter","41,859","6,124,050",62
12,"Dragon Quest XI (PS4)Square Enix, Role-Playing","37,606","1,661,874",61
13,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","34,244","18,601,584",201
14,"Minecraft (NS)Mojang, Sandbox","34,244","647,956",14
15,"Mario Tennis Aces (NS)Nintendo, Sports","34,078","1,327,678",14
16,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","30,313","4,947,727",23
17,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","28,501","5,276,378",82
18,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","27,549","1,136,420",21
19,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform","25,328","459,819",13
20,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","24,485","6,668,292",45
21,"NHL 19 (PS4)Electronic Arts, Sports","24,313","125,569",2
22,"Destiny 2: Forsaken (PS4)Activision, Shooter","23,758","110,022",3
23,"Xenoblade Chronicles 2: Torna  Golden Country (NS)Nintendo, Role-Playing","22,367","22,367",1
24,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","22,292","8,204,167",201
25,"F1 2018 (PS4)Codemasters, Racing","21,571","267,648",5
26,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","20,808","1,849,297",41
27,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle","20,427","478,805",11
28,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure","19,637","1,100,606",18
29,"Kirby (NS)Nintendo, Platform","19,441","1,581,847",28
30,"Destiny 2 (PS4)Activision, Shooter","19,239","3,882,977",55
31,"Pro Evolution Soccer 2019 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,4
32,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,81
33,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,356
34,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,147
35,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,217
36,"Project Octopath Traveler (NS)Nintendo, Role-Playing",Pro,N/A,11
37,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,65
38,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,104
39,"Call of Duty: WWII (PS4)Activision, Shooter",Pro,N/A,47
40,"Monster Hunter Double Cross (NS)Capcom, Action",Pro,N/A,57
41,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,13
42,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,55
43,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,87
44,"Nintendo Labo: Toy-Con 03 Vehicle Kit (NS)Nintendo, Racing",Pro,N/A,2
45,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,45
46,"NBA 2K19 (NS)Take-Two Interactive, Sports",Pro,N/A,2
47,"Firewall: Zero Hour (PS4)Sony Interactive Entertainment, Shooter",Pro,N/A,4
48,"Far Cry 5 (PS4)Ubisoft, Action",Pro,N/A,26
49,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,27
50,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting",Pro,N/A,35
51,"Steins;Gate Elite (PS4)Spike Chunsoft, Visual Novel",Pro,N/A,1
52,"Steins;Gate Elite (NS)Spike Chunsoft, Visual Novel",Pro,N/A,1
53,"Yokai Watch Busters (3DS)Level 5, Role-Playing",Pro,N/A,168
54,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,307
55,"The Crew 2 (PS4)Ubisoft, Racing",Pro,N/A,13
56,"Naruto to Boruto: Shinobi Striker (PS4)Namco Bandai Games, Action",Pro,N/A,4
57,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,47
58,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,175
59,"Rise of the Tomb Raider (PS4)Square Enix, Adventure",Pro,N/A,102
60,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,102
61,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,208
62,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,35
63,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,27
64,"Overwatch (PS4)Activision, Shooter",Pro,N/A,122
65,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,26
66,"Middle-Earth: Shadow of War (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,50
67,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,100
68,"Tekken 7 (PS4)Namco Bandai Games, Fighting",Pro,N/A,69
69,"FIFA 18 (PS4)Electronic Arts, Sports",Pro,N/A,52
70,"LEGO The Incredibles (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,15
71,"NASCAR Heat 3 (PS4)704Games, Racing",Pro,N/A,3
72,"Burnout Paradise Remastered (PS4)Electronic Arts, Racing",Pro,N/A,28
73,"NHL 19 (XOne)Electronic Arts, Sports",Pro,N/A,2
74,"The Elder Scrolls Online (PS4)Bethesda Softworks, MMO",Pro,N/A,172
75,"Assassin's Creed Origins (PS4)Ubisoft, Action",Pro,N/A,48
1,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","1,130,727","3,552,950",2
2,"NBA 2K19 (PS4)Take-Two Interactive, Sports","775,485","775,485",1
3,"Shadow of the Tomb Raider (PS4)Square Enix, Action-Adventure","485,980","485,980",1
4,"NBA 2K19 (XOne)Take-Two Interactive, Sports","414,997","414,997",1
5,"Shadow of the Tomb Raider (XOne)Square Enix, Action-Adventure","196,471","196,471",1
6,"NHL 19 (PS4)Electronic Arts, Sports","101,256","101,256",1
7,"Madden NFL 19 (PS4)Electronic Arts, Sports","96,823","1,046,301",6
8,"Madden NFL 19 (XOne)Electronic Arts, Sports","77,994","695,211",6
9,"NHL 19 (XOne)Electronic Arts, Sports","63,169","63,169",1
10,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","57,316","9,396,748",73
11,"Dragon Quest XI (PS4)Square Enix, Role-Playing","49,666","1,624,268",60
12,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","49,601","8,088,908",81
13,"Super Mario Odyssey (NS)Nintendo, Platform","39,936","10,106,139",47
14,"Splatoon 2 (NS)Nintendo, Shooter","36,341","6,082,191",61
15,"NBA 2K19 (NS)Take-Two Interactive, Sports","35,988","35,988",1
16,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","33,108","4,917,414",22
17,"Mario Tennis Aces (NS)Nintendo, Sports","30,952","1,293,600",13
18,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","30,249","18,567,340",200
19,"Minecraft (NS)Mojang, Sandbox","29,852","613,712",13
20,"Nintendo Labo: Toy-Con 03 Vehicle Kit (NS)Nintendo, Racing","27,516","27,516",1
21,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","27,433","5,247,877",81
22,"Destiny 2: Forsaken (PS4)Activision, Shooter","27,049","86,264",2
23,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","25,842","6,643,807",44
24,"Pro Evolution Soccer 2019 (PS4)Konami Digital Entertainment, Sports","24,316","244,484",3
25,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","21,326","1,108,871",20
26,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform","21,135","434,491",12
27,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure","21,009","1,080,969",17
28,"F1 2018 (PS4)Codemasters, Racing","19,873","246,077",4
29,"Monster Hunter Double Cross (NS)Capcom, Action","19,374","422,829",56
30,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","19,082","1,828,489",40
31,"Project Octopath Traveler (NS)Nintendo, Role-Playing",Pro,N/A,10
32,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,216
33,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,54
34,"Far Cry 5 (PS4)Ubisoft, Action",Pro,N/A,25
35,"Kirby (NS)Nintendo, Platform",Pro,N/A,27
36,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,200
37,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle",Pro,N/A,10
38,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,355
39,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,44
40,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,54
41,"Firewall: Zero Hour (PS4)Sony Interactive Entertainment, Shooter",Pro,N/A,3
42,"The Elder Scrolls Online (PS4)Bethesda Softworks, MMO",Pro,N/A,171
43,"Call of Duty: WWII (PS4)Activision, Shooter",Pro,N/A,46
44,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,80
45,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,146
46,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,12
47,"Naruto to Boruto: Shinobi Striker (PS4)Namco Bandai Games, Action",Pro,N/A,3
48,"Black Clover: Quartet Knights (PS4)Bandai Namco Entertainment, Shooter",Pro,N/A,1
49,"Yokai Watch Busters (3DS)Level 5, Role-Playing",Pro,N/A,167
50,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,64
51,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,99
52,"FIFA 18 (PS4)Electronic Arts, Sports",Pro,N/A,51
53,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,86
54,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,48
55,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,26
56,"Overwatch (PS4)Activision, Shooter",Pro,N/A,121
57,"The Crew 2 (PS4)Ubisoft, Racing",Pro,N/A,12
58,"Destiny 2: Forsaken (XOne)Activision, Shooter",Pro,N/A,2
59,"Zone of the Enders: The 2nd Runner M∀RS (PS4)Konami Digital Entertainment, Simulation",Pro,N/A,2
60,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,101
61,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,146
62,"Conan Exiles (PS4)Maximum Games, Action-Adventure",Pro,N/A,19
63,"WarioWare Gold (3DS)Nintendo, Misc",Pro,N/A,8
64,"LEGO The Incredibles (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,14
65,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,207
66,"Shenmue I & II (PS4)Sega, Action-Adventure",Pro,N/A,4
67,"Assassin's Creed Origins (PS4)Ubisoft, Action",Pro,N/A,47
68,"The Elder Scrolls V: Skyrim PSVR (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,44
69,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,44
70,"Sonic Mania (PS4)Sega, Platform",Pro,N/A,57
71,"Tekken 7 (PS4)Namco Bandai Games, Fighting",Pro,N/A,68
72,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,306
73,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,25
74,"NASCAR Heat 3 (PS4)704Games, Racing",Pro,N/A,2
75,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,33
1,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","2,422,223","2,422,223",1
2,"Dragon Quest XI (PS4)Square Enix, Role-Playing","146,988","1,574,602",59
3,"Madden NFL 19 (PS4)Electronic Arts, Sports","80,847","949,478",5
4,"Madden NFL 19 (XOne)Electronic Arts, Sports","64,291","617,217",5
5,"Pro Evolution Soccer 2019 (PS4)Konami Digital Entertainment, Sports","61,549","220,168",2
6,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","60,606","9,339,432",72
7,"Destiny 2: Forsaken (PS4)Activision, Shooter","59,215","59,215",1
8,"Super Mario Odyssey (NS)Nintendo, Platform","41,504","10,066,203",46
9,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","41,304","18,537,091",199
10,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","41,053","4,884,306",21
11,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","37,079","8,039,307",80
12,"Splatoon 2 (NS)Nintendo, Shooter","34,625","6,045,850",60
13,"F1 2018 (PS4)Codemasters, Racing","33,936","226,204",3
14,"Monster Hunter Double Cross (NS)Capcom, Action","33,610","403,455",55
15,"Minecraft (NS)Mojang, Sandbox","33,283","583,860",12
16,"Zone of the Enders: The 2nd Runner M∀RS (PS4)Konami Digital Entertainment, Simulation","33,273","33,273",1
17,"Mario Tennis Aces (NS)Nintendo, Sports","30,876","1,262,648",12
18,"Destiny 2: Forsaken (XOne)Activision, Shooter","28,853","28,853",1
19,"Firewall: Zero Hour (PS4)Sony Interactive Entertainment, Shooter","28,063","67,936",2
20,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","27,037","5,220,444",80
21,"Naruto to Boruto: Shinobi Striker (PS4)Namco Bandai Games, Action","26,001","106,094",2
22,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","24,934","6,617,965",43
23,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","24,402","8,164,658",199
24,"Yokai Watch Busters (3DS)Level 5, Role-Playing","22,306","2,325,831",166
25,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","21,950","1,809,407",39
26,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure","21,920","1,059,960",16
27,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform","20,466","413,356",11
28,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","20,054","1,087,545",19
29,"NBA Live 19 (PS4)Electronic Arts, Sports","19,162","19,162",1
30,"Far Cry 5 (PS4)Ubisoft, Action","19,113","3,601,442",24
31,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle",Pro,N/A,9
32,"Project Octopath Traveler (NS)Nintendo, Role-Playing",Pro,N/A,9
33,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,100
34,"NASCAR Heat 3 (PS4)704Games, Racing",Pro,N/A,1
35,"SNK Heroines Tag Team Frenzy (NS)Nippon Ichi Software, Fighting",Pro,N/A,1
36,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,354
37,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,145
