rank of the week,name,weekly sales,total sales,week after release
23,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","17,170","5,156,911",77
24,"LEGO The Incredibles (NS)Warner Bros. Interactive Entertainment, Action","16,797","154,367",10
25,"Far Cry 5 (PS4)Ubisoft, Action","16,588","3,544,247",21
26,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","15,741","1,737,355",36
27,"Call of Duty: WWII (PS4)Activision, Shooter","15,334","13,049,860",42
28,"The Crew 2 (PS4)Ubisoft, Racing","15,169","467,998",8
29,"LEGO The Incredibles (PS4)Warner Bros. Interactive Entertainment, Action","14,764","184,592",10
30,"Monster Hunter: World (PS4)Capcom, Action","14,692","4,304,815",30
31,"We Happy Few (PS4)Gearbox Software, Action-Adventure",Pro,N/A,2
32,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,50
33,"FIFA 18 (PS4)Electronic Arts, Sports",Pro,N/A,47
34,"Pro Yakyuu Famista Evolution (NS)Namco Bandai Games, Sports",Pro,N/A,3
35,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,351
36,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,212
37,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,22
38,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,8
39,"Go Vacation (NS)Nintendo, Misc",Pro,N/A,4
40,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,142
41,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,97
42,"Overwatch (PS4)Activision, Shooter",Pro,N/A,117
43,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy",Pro,N/A,51
44,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,50
45,"Overcooked! 2 (NS)Sold Out, Simulation",Pro,N/A,2
46,"Persona 5 (PS4)Deep Silver, Role-Playing",Pro,N/A,101
47,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,40
48,"Sonic Mania (PS4)Sega, Platform",Pro,N/A,53
49,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,21
50,"Sonic Mania (NS)Sega, Platform",Pro,N/A,53
51,"Captain Toad: Treasure Tracker (3DS)Nintendo, Puzzle",Pro,N/A,6
52,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,95
53,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,77
54,"Hello Neighbor (PS4)Gearbox Software, Action",Pro,N/A,4
55,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,47
56,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,142
57,"Overcooked! 2 (PS4)Sold Out, Simulation",Pro,N/A,2
58,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc",Pro,N/A,18
59,"No Man's Sky (XOne)505 Games, Action-Adventure",Pro,N/A,4
60,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,60
61,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,42
62,"Jurassic World Evolution (PS4)Frontier Developments, Simulation",Pro,N/A,7
63,"LEGO The Incredibles (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,10
64,"Friday the 13th: The Game (PS4)Gun Media, Action",Pro,N/A,45
65,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,22
66,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,41
67,"No Man's Sky (PS4)Hello Games, Action-Adventure",Pro,N/A,106
68,"Assassin's Creed Origins (PS4)Ubisoft, Action",Pro,N/A,43
69,"The Crew 2 (XOne)Ubisoft, Racing",Pro,N/A,8
70,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,203
71,"A Way Out (PS4)Electronic Arts, Action",Pro,N/A,22
72,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,76
73,"Yakuza 3 (PS4)Sega, Action-Adventure",Pro,N/A,2
74,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,40
75,"Star Wars Battlefront II (2017) (XOne)Electronic Arts, Shooter",Pro,N/A,40
1,"Madden NFL 19 (PS4)Electronic Arts, Sports","517,692","517,692",1
2,"Madden NFL 19 (XOne)Electronic Arts, Sports","322,255","322,255",1
3,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","72,077","9,067,443",68
4,"Super Mario Odyssey (NS)Nintendo, Platform","48,255","9,905,052",42
5,"Splatoon 2 (NS)Nintendo, Shooter","48,100","5,881,122",56
6,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","45,279","7,865,894",76
7,"Mario Tennis Aces (NS)Nintendo, Sports","43,913","1,117,722",8
8,"Minecraft (NS)Mojang, Sandbox","40,754","433,011",8
9,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","39,117","4,726,539",17
10,"We Happy Few (PS4)Gearbox Software, Action-Adventure","35,719","35,719",1
11,"Project Octopath Traveler (NS)Nintendo, Role-Playing","34,725","596,898",5
12,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","32,156","18,393,101",195
13,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle","31,768","342,708",5
14,"WarioWare Gold (3DS)Nintendo, Misc","31,712","95,141",3
15,"Yakuza 3 (PS4)Sega, Action-Adventure","25,974","25,974",1
16,"Overcooked! 2 (NS)Sold Out, Simulation","25,669","25,669",1
17,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","24,830","1,000,776",15
18,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","23,094","6,519,625",39
19,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","23,001","8,072,583",195
20,"Taiko no Tatsujin: Drum 'n' Fun! (NS)Namco Bandai Games, Music","22,450","143,396",4
21,"We Happy Few (XOne)Gearbox Software, Action-Adventure","22,029","22,029",1
22,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform","21,331","349,466",7
23,"Overcooked! 2 (PS4)Sold Out, Simulation","21,063","21,063",1
24,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure","20,828","972,460",12
25,"The Crew 2 (PS4)Ubisoft, Racing","20,191","452,829",7
26,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","20,157","5,139,741",76
27,"Fire Pro Wrestling World (PS4)Spike Chunsoft, Fighting","19,150","19,150",1
28,"Kirby (NS)Nintendo, Platform","19,108","1,479,149",22
29,"LEGO The Incredibles (PS4)Warner Bros. Interactive Entertainment, Action","18,945","169,828",9
30,"LEGO The Incredibles (NS)Warner Bros. Interactive Entertainment, Action","16,519","137,570",9
31,"Far Cry 5 (PS4)Ubisoft, Action",Pro,N/A,20
32,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter",Pro,N/A,35
33,"Call of Duty: WWII (PS4)Activision, Shooter",Pro,N/A,41
34,"Pro Yakyuu Famista Evolution (NS)Namco Bandai Games, Sports",Pro,N/A,2
35,"FIFA 18 (PS4)Electronic Arts, Sports",Pro,N/A,46
36,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,49
37,"Bullet Girls Phantasia (PS4)Experience Inc., Action",Pro,N/A,1
38,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,7
39,"Okami HD (NS)Capcom, Action",Pro,N/A,1
40,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,211
41,"Go Vacation (NS)Nintendo, Misc",Pro,N/A,3
42,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,141
43,"Persona 5 (PS4)Deep Silver, Role-Playing",Pro,N/A,100
44,"Sonic Mania (NS)Sega, Platform",Pro,N/A,52
45,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,350
46,"Jurassic World Evolution (PS4)Frontier Developments, Simulation",Pro,N/A,6
47,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,39
48,"No Man's Sky (XOne)505 Games, Action-Adventure",Pro,N/A,3
49,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,46
50,"Hello Neighbor (PS4)Gearbox Software, Action",Pro,N/A,3
51,"LEGO The Incredibles (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,9
52,"Friday the 13th: The Game (PS4)Gun Media, Action",Pro,N/A,44
53,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,76
54,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc",Pro,N/A,17
55,"Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy DX (NS)Level 5, Puzzle",Pro,N/A,1
56,"Etrian Odyssey X (3DS)Atlus, Role-Playing",Pro,N/A,2
57,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,40
58,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,21
59,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,59
60,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,75
61,"Captain Toad: Treasure Tracker (3DS)Nintendo, Puzzle",Pro,N/A,5
62,"NBA 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,48
63,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,96
64,"Injustice 2 (PS4)Warner Bros. Interactive Entertainment, Fighting",Pro,N/A,65
65,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,141
66,"Overwatch (PS4)Activision, Shooter",Pro,N/A,116
67,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,49
68,"Sonic Mania (PS4)Sega, Platform",Pro,N/A,52
69,"Sega Genesis Classics (PS4)Sega, Misc",Pro,N/A,11
70,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,301
71,"The Sims 4 (PS4)Electronic Arts, Simulation",Pro,N/A,39
72,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,21
73,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,20
74,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,41
75,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,47
1,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","84,370","8,995,366",67
2,"Etrian Odyssey X (3DS)Atlus, Role-Playing","67,875","67,875",1
3,"WarioWare Gold (3DS)Nintendo, Misc","56,204","63,429",2
4,"Super Mario Odyssey (NS)Nintendo, Platform","49,298","9,856,797",41
5,"Splatoon 2 (NS)Nintendo, Shooter","48,963","5,833,022",55
6,"Project Octopath Traveler (NS)Nintendo, Role-Playing","48,344","562,173",4
7,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","48,310","7,820,615",75
8,"Mario Tennis Aces (NS)Nintendo, Sports","46,100","1,073,809",7
9,"Pro Yakyuu Famista Evolution (NS)Namco Bandai Games, Sports","40,659","40,659",1
10,"Minecraft (NS)Mojang, Sandbox","38,731","392,257",7
11,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","38,425","4,687,422",16
12,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle","34,625","310,940",4
13,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","31,045","18,360,945",194
14,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","28,513","6,496,531",38
15,"The Crew 2 (PS4)Ubisoft, Racing","27,130","432,638",6
16,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","25,772","975,946",14
17,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform","24,911","328,135",6
18,"Kirby (NS)Nintendo, Platform","23,792","1,460,041",21
19,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure","23,243","951,632",11
20,"LEGO The Incredibles (PS4)Warner Bros. Interactive Entertainment, Action","22,826","150,883",8
21,"Taiko no Tatsujin: Drum 'n' Fun! (NS)Namco Bandai Games, Music","21,941","120,946",3
22,"FIFA 18 (PS4)Electronic Arts, Sports","20,524","11,612,958",45
23,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","20,001","5,119,584",75
24,"Far Cry 5 (PS4)Ubisoft, Action","19,411","3,511,281",19
25,"Call of Duty: WWII (PS4)Activision, Shooter","19,150","13,018,629",40
26,"Hello Neighbor (PS4)Gearbox Software, Action","18,356","43,082",2
27,"LEGO The Incredibles (NS)Warner Bros. Interactive Entertainment, Action","18,292","121,051",8
28,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","17,779","1,705,518",34
29,"Go Vacation (NS)Nintendo, Misc","17,149","49,456",2
30,"Destiny 2 (PS4)Activision, Shooter","17,103","3,785,777",48
31,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,6
32,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,194
33,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,210
34,"Friday the 13th: The Game (PS4)Gun Media, Action",Pro,N/A,43
35,"No Man's Sky (XOne)505 Games, Action-Adventure",Pro,N/A,2
36,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,349
37,"Jurassic World Evolution (PS4)Frontier Developments, Simulation",Pro,N/A,5
38,"SaGa: Scarlet Grace (PS4)Square Enix, Role-Playing",Pro,N/A,1
39,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,38
40,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,58
41,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,20
42,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,140
43,"Sonic Mania (PS4)Sega, Platform",Pro,N/A,51
44,"LEGO The Incredibles (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,8
45,"Sonic Mania (NS)Sega, Platform",Pro,N/A,51
46,"The Sims 4 (PS4)Electronic Arts, Simulation",Pro,N/A,38
47,"The Crew 2 (XOne)Ubisoft, Racing",Pro,N/A,6
48,"Hello Neighbor (NS)Gearbox Software, Action",Pro,N/A,2
49,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,45
50,"NBA 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,47
51,"Assassin's Creed Origins (PS4)Ubisoft, Action",Pro,N/A,41
52,"Sega Genesis Classics (PS4)Sega, Misc",Pro,N/A,10
53,"The Elder Scrolls Online (PS4)Bethesda Softworks, MMO",Pro,N/A,165
54,"Persona 5 (PS4)Deep Silver, Role-Playing",Pro,N/A,99
55,"Mega Man Legacy Collection 1+2 (PS4)Capcom Entertainment, Platform",Pro,N/A,2
56,"No Man's Sky (PS4)Hello Games, Action-Adventure",Pro,N/A,104
57,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,74
58,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,39
59,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc",Pro,N/A,16
60,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,40
61,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy",Pro,N/A,49
62,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,20
63,"Mega Man Legacy Collection 1+2 (NS)Capcom, Platform",Pro,N/A,11
64,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,75
65,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,28
66,"Border Break (PS4)Sega, Action-Adventure",Pro,N/A,1
67,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,95
68,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,19
69,"Captain Toad: Treasure Tracker (3DS)Nintendo, Puzzle",Pro,N/A,4
70,"SaGa: Scarlet Grace (NS)Square Enix, Role-Playing",Pro,N/A,1
71,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,45
72,"Overwatch (PS4)Activision, Shooter",Pro,N/A,115
73,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,42
74,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,46
75,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,140
1,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","86,595","8,910,996",66
2,"Project Octopath Traveler (NS)Nintendo, Role-Playing","64,791","513,829",3
3,"Mega Man Legacy Collection 1+2 (PS4)Capcom Entertainment, Platform","52,911","52,911",1
4,"Splatoon 2 (NS)Nintendo, Shooter","52,581","5,784,059",54
5,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","52,137","7,772,305",74
6,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","51,063","4,648,997",15
7,"Mario Tennis Aces (NS)Nintendo, Sports","50,865","1,027,709",6
8,"Super Mario Odyssey (NS)Nintendo, Platform","48,999","9,807,499",40
9,"Minecraft (NS)Mojang, Sandbox","43,690","353,526",6
10,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle","42,370","276,315",3
11,"The Crew 2 (PS4)Ubisoft, Racing","34,508","405,508",5
12,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","32,791","18,329,900",193
13,"Go Vacation (NS)Nintendo, Misc","32,307","32,307",1
14,"No Man's Sky (XOne)505 Games, Action-Adventure","29,559","29,879",1
15,"Taiko no Tatsujin: Drum 'n' Fun! (NS)Namco Bandai Games, Music","29,322","99,005",2
16,"FIFA 18 (PS4)Electronic Arts, Sports","28,372","11,592,434",44
17,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","27,501","6,468,018",37
18,"Far Cry 5 (PS4)Ubisoft, Action","27,006","3,491,870",18
19,"LEGO The Incredibles (PS4)Warner Bros. Interactive Entertainment, Action","24,882","128,057",7
20,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","24,858","950,174",13
21,"Hello Neighbor (PS4)Gearbox Software, Action","24,726","24,726",1
22,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform","24,505","303,224",5
23,"Train Sim World (PS4)Maximum Games, Simulation","23,673","23,673",1
24,"Detroit: Become Human (PS4)Sony Interactive Entertainment, Adventure","23,410","928,389",10
25,"Call of Duty: WWII (PS4)Activision, Shooter","23,220","12,999,479",39
26,"Hello Neighbor (NS)Gearbox Software, Action","20,695","20,695",1
27,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","19,766","5,099,583",74
28,"Kirby (NS)Nintendo, Platform","19,127","1,436,249",20
29,"Destiny 2 (PS4)Activision, Shooter","18,965","3,768,674",47
30,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","18,607","1,687,739",33
31,"LEGO The Incredibles (NS)Warner Bros. Interactive Entertainment, Action",Pro,N/A,7
32,"Crash Bandicoot N.Sane Trilogy (XOne)Activision, Platform",Pro,N/A,5
33,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,209
34,"Jurassic World Evolution (PS4)Frontier Developments, Simulation",Pro,N/A,4
35,"Mega Man X Legacy Collection (NS)Capcom, Platform",Pro,N/A,4
36,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,193
37,"LEGO The Incredibles (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,7
38,"Assassin's Creed Origins (PS4)Ubisoft, Action",Pro,N/A,40
39,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter",Pro,N/A,37
40,"The Crew 2 (XOne)Ubisoft, Racing",Pro,N/A,5
41,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,44
42,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,19
43,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,348
44,"Sonic Mania (PS4)Sega, Platform",Pro,N/A,50
45,"Sonic Mania (NS)Sega, Platform",Pro,N/A,50
46,"The Elder Scrolls Online (PS4)Bethesda Softworks, MMO",Pro,N/A,164
47,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,73
48,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,19
49,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,139
50,"NBA 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,46
51,"Mega Man Legacy Collection 1+2 (NS)Capcom, Platform",Pro,N/A,10
52,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,44
53,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy",Pro,N/A,48
54,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform",Pro,N/A,57
55,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,39
56,"Overwatch (PS4)Activision, Shooter",Pro,N/A,114
57,"No Man's Sky (PS4)Hello Games, Action-Adventure",Pro,N/A,103
58,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,41
59,"Monster Hunter: World (PS4)Capcom, Action",Pro,N/A,27
60,"Far Cry 5 (XOne)Ubisoft, Action",Pro,N/A,18
61,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc",Pro,N/A,15
62,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,18
63,"Mega Man Legacy Collection 1+2 (XOne)Capcom Entertainment, Platform",Pro,N/A,1
64,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,74
65,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,41
66,"Captain Toad: Treasure Tracker (3DS)Nintendo, Puzzle",Pro,N/A,3
67,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,37
68,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,139
69,"The Persistence (PS4)Sony Interactive Entertainment, Action-Adventure",Pro,N/A,1
70,"The Sims 4 (PS4)Electronic Arts, Simulation",Pro,N/A,37
71,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,94
72,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,38
73,"Collar x Malice: Unlimited (PSV)Idea Factory, Visual Novel",Pro,N/A,1
74,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,40
75,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,45
1,"Project Octopath Traveler (NS)Nintendo, Role-Playing","98,620","449,038",2
2,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","80,446","8,824,401",65
3,"Taiko no Tatsujin: Drum 'n' Fun! (NS)Namco Bandai Games, Music","69,683","69,683",1
4,"Mario Tennis Aces (NS)Nintendo, Sports","64,718","976,844",5
5,"Captain Toad: Treasure Tracker (NS)Nintendo, Puzzle","61,068","233,945",2
6,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","59,776","4,597,934",14
7,"Sonic Mania (NS)Sega, Platform","58,961","87,073",49
8,"Super Mario Odyssey (NS)Nintendo, Platform","55,231","9,758,500",39
9,"Splatoon 2 (NS)Nintendo, Shooter","51,235","5,731,478",53
10,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","49,577","7,720,168",73
11,"Minecraft (NS)Mojang, Sandbox","48,360","309,836",5
12,"FIFA 18 (PS4)Electronic Arts, Sports","38,104","11,564,062",43
13,"The Crew 2 (PS4)Ubisoft, Racing","37,486","371,000",4
14,"Sonic Mania (PS4)Sega, Platform","33,814","66,880",49
15,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","32,363","18,297,109",192
16,"Crash Bandicoot N. Sane Trilogy (NS)Activision, Platform","31,821","278,719",4
